,algorithm,district,parameters,shared cost,own cost,time
0,hill_climber,1,random selection of 50,34351,58003,27.32613205909729
1,hill_climber,1,random selection of 50,34162,58201,28.85355496406555
2,hill_climber,1,random selection of 50,33334,58327,30.896236181259155
3,hill_climber,1,random selection of 50,34045,57778,30.765357732772827
4,hill_climber,1,random selection of 50,33847,58210,35.418834924697876
5,hill_climber,1,random selection of 50,34423,58408,25.44529628753662
6,hill_climber,1,random selection of 50,33568,58336,26.552479028701782
7,hill_climber,1,random selection of 50,34711,58570,22.341773986816406
8,hill_climber,1,random selection of 50,33469,58309,32.39047813415527
9,hill_climber,1,random selection of 50,35215,58813,23.944465160369873
10,hill_climber,1,random selection of 50,33406,57391,24.482035875320435
11,hill_climber,1,random selection of 50,35260,57796,19.764381170272827
12,hill_climber,1,random selection of 50,34666,59101,20.071247816085815
13,hill_climber,1,random selection of 50,33883,58084,23.2413272857666
14,hill_climber,1,random selection of 50,33604,57859,39.83040499687195
15,hill_climber,1,random selection of 50,34405,58588,24.031657934188843
16,hill_climber,1,random selection of 50,34666,58732,26.26743197441101
17,hill_climber,1,random selection of 50,35566,59650,18.467998266220093
18,hill_climber,1,random selection of 50,34252,58165,25.2920560836792
19,hill_climber,1,random selection of 50,35044,59389,26.730113983154297
20,hill_climber,1,random selection of 50,34576,59182,35.24447512626648
21,hill_climber,1,random selection of 50,34531,59110,22.57665181159973
22,hill_climber,1,random selection of 50,34234,58552,25.795632123947144
23,hill_climber,1,random selection of 50,35584,58381,19.806737899780273
24,hill_climber,1,random selection of 50,33505,58363,32.799328088760376
25,hill_climber,1,random selection of 50,34153,58453,27.095411777496338
26,hill_climber,1,random selection of 50,34783,58516,32.76966404914856
27,hill_climber,1,random selection of 50,34639,58471,24.032600164413452
28,hill_climber,1,random selection of 150,35278,59452,25.971571922302246
29,hill_climber,1,random selection of 150,35251,59668,27.44357204437256
30,hill_climber,1,random selection of 150,33955,58588,27.61600399017334
31,hill_climber,1,random selection of 150,34315,58471,27.691874027252197
32,hill_climber,1,random selection of 150,35593,58993,22.370508193969727
33,hill_climber,1,random selection of 150,34603,57112,34.19724488258362
34,hill_climber,1,random selection of 150,35332,59173,29.386754989624023
35,hill_climber,1,random selection of 150,34432,57409,31.5399968624115
36,hill_climber,1,random selection of 150,34612,58795,27.752695083618164
37,hill_climber,1,random selection of 150,35359,58633,28.140862941741943
38,hill_climber,1,random selection of 150,34432,57715,29.64484190940857
39,hill_climber,1,random selection of 150,34684,58057,36.49263906478882
40,hill_climber,1,random selection of 150,35152,58228,31.692049980163574
41,hill_climber,1,random selection of 150,34612,57886,40.208172082901
42,hill_climber,1,random selection of 150,34603,58768,26.5623722076416
43,hill_climber,1,random selection of 150,36259,58777,21.85825800895691
44,hill_climber,1,random selection of 150,35710,58453,34.50258421897888
45,hill_climber,1,random selection of 150,34855,57751,34.22207689285278
46,hill_climber,1,random selection of 150,34252,57859,35.3072772026062
47,hill_climber,1,random selection of 150,34666,57742,28.66156506538391
48,hill_climber,1,random selection of 150,34450,58057,27.883520126342773
49,hill_climber,1,random selection of 150,34864,58048,32.34110403060913
50,hill_climber,1,random selection of 150,34315,57814,27.585731029510498
51,hill_climber,1,random selection of 150,34792,58273,24.22504186630249
52,hill_climber,1,random selection of 150,34567,57697,30.22565484046936
53,hill_climber,1,random selection of 150,34342,58003,26.149583101272583
