,algorithm,district,parameters,shared cost,own cost,time
0,random,1,N/A,43603,71170,0.002590179443359375
1,random,1,N/A,45106,76822,0.013837814331054688
2,random,1,N/A,44602,78010,0.009269952774047852
3,random,1,N/A,44827,74518,0.00393223762512207
4,random,1,N/A,45835,75571,0.002810955047607422
