,algorithm,district,parameters,shared cost,own cost,time
132,random,3,N/A,45061,71053,0.009675741195678711
133,random,3,N/A,43828,68929,0.015592336654663086
134,random,3,N/A,45466,74833,0.012243986129760742
135,random,3,N/A,45349,71251,0.020750045776367188
136,random,3,N/A,45484,72601,0.0068738460540771484
137,random,3,N/A,45025,70225,0.008025169372558594
138,random,3,N/A,44134,71377,0.022335052490234375
139,random,3,N/A,45871,73141,0.05628800392150879
140,random,3,N/A,45376,72421,0.012781858444213867
141,random,3,N/A,45547,72277,0.00735783576965332
142,random,3,N/A,45619,72205,0.004299163818359375
143,random,3,N/A,44701,71377,0.004450082778930664
144,random,3,N/A,45880,73051,0.011239051818847656
145,random,3,N/A,45628,72961,0.005193948745727539
146,random,3,N/A,45043,70477,0.013421773910522461
147,random,3,N/A,45592,69487,0.010680913925170898
148,random,3,N/A,44710,69847,0.005350828170776367
149,random,3,N/A,44935,69163,0.0034706592559814453
150,random,3,N/A,46132,73213,0.008574247360229492
151,random,3,N/A,43999,68191,0.005282878875732422
152,random,3,N/A,44512,69073,0.0029609203338623047
153,random,3,N/A,44377,70351,0.005548954010009766
154,random,3,N/A,45763,73537,0.00804901123046875
155,random,3,N/A,44836,71503,0.00339508056640625
156,random,3,N/A,44917,70369,0.0029129981994628906
157,random,3,N/A,45016,73015,0.013584136962890625
158,random,3,N/A,45853,70909,0.0066030025482177734
159,random,3,N/A,45817,71809,0.006518125534057617
160,random,3,N/A,45979,73483,0.0028638839721679688
161,random,3,N/A,44845,70675,0.0069732666015625
162,random,3,N/A,44746,72349,0.0038759708404541016
163,random,3,N/A,45880,73285,0.006538867950439453
164,random,3,N/A,44548,72259,0.011260032653808594
165,random,3,N/A,44575,68677,0.012916088104248047
166,random,3,N/A,45871,73321,0.005554914474487305
167,random,3,N/A,44413,69739,0.003434896469116211
168,random,3,N/A,44530,71161,0.00863790512084961
169,random,3,N/A,45214,70009,0.007142782211303711
170,random,3,N/A,45421,70513,0.00603485107421875
171,random,3,N/A,45376,70009,0.012656688690185547
172,random,3,N/A,45268,70999,0.003471851348876953
173,random,3,N/A,44548,71647,0.005110025405883789
174,random,3,N/A,43936,70603,0.007396697998046875
175,random,3,N/A,45304,70945,0.005883216857910156
176,random,3,N/A,44845,71521,0.0046520233154296875
177,random,3,N/A,45700,72457,0.021960973739624023
178,random,3,N/A,43675,69811,0.006220102310180664
179,random,3,N/A,45349,72799,0.02767014503479004
180,random,3,N/A,45682,71953,0.00415802001953125
181,random,3,N/A,44575,69793,0.01572108268737793
182,random,3,N/A,45295,70297,0.012369155883789062
183,random,3,N/A,46510,74239,0.01684093475341797
184,random,3,N/A,44728,72655,0.008372783660888672
185,random,3,N/A,44656,69613,0.010180234909057617
186,random,3,N/A,44629,70819,0.0059130191802978516
187,random,3,N/A,45295,71035,0.00754094123840332
188,random,3,N/A,44089,71053,0.0032072067260742188
189,random,3,N/A,44737,72367,0.003371000289916992
190,random,3,N/A,45808,72259,0.007078886032104492
191,random,3,N/A,44899,71557,0.0033028125762939453
192,random,3,N/A,45259,70009,0.002897024154663086
193,random,3,N/A,46231,73753,0.008618831634521484
194,random,3,N/A,44503,69649,0.0032987594604492188
195,random,3,N/A,43801,71233,0.004775047302246094
196,random,3,N/A,44467,71917,0.005605936050415039
197,random,3,N/A,44746,71557,0.01819586753845215
198,random,3,N/A,45016,72169,0.009010791778564453
199,random,3,N/A,44818,71089,0.0034360885620117188
200,random,3,N/A,44215,70423,0.022803068161010742
201,random,3,N/A,45160,70783,0.00893402099609375
202,random,3,N/A,45313,70351,0.009639978408813477
203,random,3,N/A,45205,71611,0.004931211471557617
204,random,3,N/A,44962,71899,0.008371114730834961
205,random,3,N/A,45223,72925,0.0029082298278808594
206,random,3,N/A,45043,72493,0.012258052825927734
207,random,3,N/A,44980,72871,0.012047767639160156
208,random,3,N/A,44215,70675,0.003439188003540039
209,random,3,N/A,44125,70423,0.021422624588012695
210,random,3,N/A,45502,72205,0.007436037063598633
211,random,3,N/A,44116,71197,0.003098726272583008
212,random,3,N/A,43999,70009,0.00368499755859375
213,random,3,N/A,45304,72115,0.013657093048095703
214,random,3,N/A,43351,69631,0.01884317398071289
215,random,3,N/A,45007,72763,0.013565778732299805
216,random,3,N/A,44188,72691,0.004057884216308594
217,random,3,N/A,45484,74905,0.008471012115478516
218,random,3,N/A,46141,72097,0.012577056884765625
219,random,3,N/A,44206,71593,0.013172149658203125
220,random,3,N/A,45637,71053,0.004141092300415039
221,random,3,N/A,46915,71359,0.007094860076904297
222,random,3,N/A,44116,69451,0.039552927017211914
223,random,3,N/A,45403,72601,0.007459163665771484
224,random,3,N/A,44962,73069,0.004322052001953125
225,random,3,N/A,46636,73069,0.004343986511230469
226,random,3,N/A,46339,73699,0.00341796875
227,random,3,N/A,45403,72115,0.0030858516693115234
228,random,3,N/A,44737,72727,0.0031609535217285156
229,random,3,N/A,43198,72205,0.003924846649169922
230,random,3,N/A,45061,71683,0.0031380653381347656
231,random,3,N/A,43828,72295,0.0058062076568603516
232,random,3,N/A,45376,71701,0.003548860549926758
233,random,3,N/A,44260,71791,0.004102945327758789
234,random,3,N/A,44323,71773,0.01198887825012207
235,random,3,N/A,44557,71485,0.004568815231323242
236,random,3,N/A,45754,74275,0.004288911819458008
237,random,3,N/A,46420,74365,0.004702091217041016
238,random,3,N/A,44233,70495,0.005494117736816406
239,random,3,N/A,45025,71593,0.019894123077392578
240,random,3,N/A,46186,73033,0.008594989776611328
241,random,3,N/A,44431,69721,0.007792949676513672
242,random,3,N/A,43117,70801,0.0064241886138916016
243,random,3,N/A,44260,69001,0.002664804458618164
244,random,3,N/A,45421,74329,0.02417922019958496
245,random,3,N/A,43585,68119,0.004342079162597656
246,random,3,N/A,45808,71089,0.011071920394897461
247,random,3,N/A,45160,72241,0.016292095184326172
248,random,3,N/A,46357,73195,0.005050182342529297
249,random,3,N/A,44503,69829,0.006186008453369141
250,random,3,N/A,44035,69145,0.0031120777130126953
251,random,3,N/A,44674,70459,0.006647586822509766
252,random,3,N/A,44656,73069,0.016254901885986328
253,random,3,N/A,44728,69793,0.0036318302154541016
254,random,3,N/A,44287,72079,0.026087045669555664
255,random,3,N/A,45808,72061,0.008745193481445312
256,random,3,N/A,43837,69253,0.012362957000732422
257,random,3,N/A,44881,70063,0.014170169830322266
258,random,3,N/A,45475,73087,0.007631063461303711
259,random,3,N/A,44737,71773,0.01468205451965332
260,random,3,N/A,44890,68461,0.0054051876068115234
261,random,3,N/A,45727,73339,0.011207818984985352
262,random,3,N/A,46429,71521,0.008424997329711914
263,random,3,N/A,46555,73825,0.010746955871582031
264,random,3,N/A,44638,70009,0.005926847457885742
265,random,3,N/A,45817,73213,0.008083820343017578
266,random,3,N/A,45466,73231,0.024219036102294922
267,random,3,N/A,43891,72637,0.008475065231323242
268,random,3,N/A,45826,72331,0.004209756851196289
269,random,3,N/A,44404,69235,0.0039288997650146484
270,random,3,N/A,43900,71377,0.007360219955444336
271,random,3,N/A,45079,72115,0.007019996643066406
272,random,3,N/A,44296,72565,0.0036962032318115234
273,random,3,N/A,46375,74275,0.009585857391357422
274,random,3,N/A,44566,72349,0.0032949447631835938
275,random,3,N/A,45115,72835,0.006613969802856445
276,random,3,N/A,46429,74257,0.00673365592956543
277,random,3,N/A,45187,73573,0.021557092666625977
278,random,3,N/A,44305,69199,0.009968996047973633
279,random,3,N/A,45178,73717,0.004492759704589844
280,random,3,N/A,45808,73537,0.010554075241088867
281,random,3,N/A,45493,70927,0.0202481746673584
282,random,3,N/A,44206,70207,0.004179954528808594
283,random,3,N/A,45556,72259,0.005536079406738281
284,random,3,N/A,43477,70189,0.013200759887695312
285,random,3,N/A,43189,68227,0.005268096923828125
286,random,3,N/A,44341,72187,0.0030939579010009766
287,random,3,N/A,44314,71755,0.009383916854858398
288,random,3,N/A,45511,72007,0.03244495391845703
289,random,3,N/A,46213,75211,0.0037758350372314453
290,random,3,N/A,45484,74203,0.006942033767700195
291,random,3,N/A,46105,72637,0.008323192596435547
292,random,3,N/A,45151,69667,0.025815248489379883
293,random,3,N/A,46564,74095,0.0034418106079101562
294,random,3,N/A,45745,73627,0.003908872604370117
295,random,3,N/A,44539,72763,0.006218910217285156
296,random,3,N/A,43702,68623,0.0027382373809814453
297,random,3,N/A,43891,68533,0.004035234451293945
298,random,3,N/A,45088,72151,0.0032281875610351562
299,random,3,N/A,44872,72817,0.025687217712402344
300,random,3,N/A,44800,71719,0.01567983627319336
301,random,3,N/A,45241,69433,0.004521846771240234
302,random,3,N/A,44719,71935,0.007003068923950195
303,random,3,N/A,44449,72133,0.011752128601074219
304,random,3,N/A,46429,75049,0.01754283905029297
305,random,3,N/A,44017,70171,0.04126405715942383
306,random,3,N/A,44548,71143,0.00538182258605957
307,random,3,N/A,44215,69559,0.015424728393554688
308,random,3,N/A,43864,69073,0.012125253677368164
309,random,3,N/A,44944,71683,0.01659703254699707
310,random,3,N/A,43360,69037,0.029894113540649414
311,random,3,N/A,46258,72043,0.005244016647338867
312,random,3,N/A,44026,71215,0.00673675537109375
313,random,3,N/A,44782,71359,0.012067079544067383
314,random,3,N/A,45124,69001,0.005033254623413086
315,random,3,N/A,45421,72295,0.008414030075073242
316,random,3,N/A,45241,69505,0.009084939956665039
317,random,3,N/A,44683,70675,0.011964082717895508
318,random,3,N/A,43990,72403,0.008296012878417969
319,random,3,N/A,45880,70747,0.00654292106628418
320,random,3,N/A,45277,68785,0.006667137145996094
321,random,3,N/A,45691,72241,0.004206180572509766
322,random,3,N/A,45529,73375,0.013390064239501953
323,random,3,N/A,43351,68695,0.0037288665771484375
324,random,3,N/A,44800,73465,0.00630497932434082
325,random,3,N/A,46015,72187,0.006066799163818359
326,random,3,N/A,44908,69937,0.0031120777130126953
327,random,3,N/A,45412,71071,0.009823083877563477
328,random,3,N/A,45133,73519,0.003779888153076172
329,random,3,N/A,44593,69217,0.0044171810150146484
330,random,3,N/A,45484,71485,0.010587215423583984
331,random,3,N/A,46096,72493,0.006605863571166992
332,random,3,N/A,44278,72277,0.025681018829345703
333,random,3,N/A,45070,74221,0.03667783737182617
334,random,3,N/A,44458,70513,0.006345033645629883
335,random,3,N/A,44980,72187,0.013120174407958984
336,random,3,N/A,44989,67381,0.004450798034667969
337,random,3,N/A,43189,68947,0.010566949844360352
338,random,3,N/A,45070,72385,0.0038199424743652344
339,random,3,N/A,44854,72673,0.011517047882080078
340,random,3,N/A,45736,72259,0.00704193115234375
341,random,3,N/A,44854,71215,0.0076580047607421875
342,random,3,N/A,45511,71143,0.0044710636138916016
343,random,3,N/A,44584,71449,0.004272937774658203
344,random,3,N/A,45718,71719,0.00730586051940918
345,random,3,N/A,44980,72979,0.018345117568969727
346,random,3,N/A,44404,69595,0.005852937698364258
347,random,3,N/A,45061,71683,0.016619205474853516
348,random,3,N/A,43882,69973,0.0054569244384765625
349,random,3,N/A,44602,70441,0.015547037124633789
350,random,3,N/A,44674,69397,0.006103992462158203
351,random,3,N/A,45286,71179,0.006124973297119141
352,random,3,N/A,44899,71125,0.02339625358581543
353,random,3,N/A,44611,70729,0.004216194152832031
354,random,3,N/A,46312,72295,0.005490779876708984
355,random,3,N/A,45106,71449,0.01958298683166504
356,random,3,N/A,44134,69883,0.011995315551757812
357,random,3,N/A,46258,73483,0.016689062118530273
358,random,3,N/A,43819,69703,0.003774404525756836
359,random,3,N/A,45214,70495,0.022991180419921875
360,random,3,N/A,46375,74437,0.006788969039916992
361,random,3,N/A,44854,70711,0.003461122512817383
362,random,3,N/A,43711,72961,0.007706165313720703
363,random,3,N/A,45682,72691,0.015389204025268555
364,random,3,N/A,43774,68515,0.003637075424194336
365,random,3,N/A,44827,73033,0.0050318241119384766
366,random,3,N/A,44989,74203,0.009307146072387695
367,random,3,N/A,46348,74527,0.004935026168823242
368,random,3,N/A,44368,72619,0.004433155059814453
369,random,3,N/A,44377,71899,0.003679037094116211
370,random,3,N/A,45178,70963,0.006689786911010742
371,random,3,N/A,44233,70279,0.010473012924194336
372,random,3,N/A,45385,70567,0.005871295928955078
373,random,3,N/A,44872,73771,0.007314205169677734
374,random,3,N/A,46267,72835,0.005020856857299805
375,random,3,N/A,45475,70729,0.0031969547271728516
376,random,3,N/A,45169,70819,0.018481731414794922
377,random,3,N/A,45997,74689,0.02627086639404297
378,random,3,N/A,44764,70459,0.01220083236694336
379,random,3,N/A,43972,70477,0.0035538673400878906
380,random,3,N/A,44629,70009,0.005847930908203125
381,random,3,N/A,46438,70135,0.00391697883605957
382,random,3,N/A,45781,71539,0.0034570693969726562
383,random,3,N/A,46033,72511,0.00931096076965332
384,random,3,N/A,44620,70657,0.010132074356079102
385,random,3,N/A,44719,71449,0.006073713302612305
386,random,3,N/A,46051,73591,0.0037429332733154297
387,random,3,N/A,46051,72295,0.005698204040527344
388,random,3,N/A,43891,68731,0.0046539306640625
389,random,3,N/A,44233,71881,0.010521173477172852
390,random,3,N/A,45754,72853,0.015545129776000977
391,random,3,N/A,46204,71719,0.0039010047912597656
392,random,3,N/A,43972,68713,0.018797874450683594
393,random,3,N/A,45745,72835,0.006968021392822266
394,random,3,N/A,46177,73321,0.007688999176025391
395,random,3,N/A,43900,67435,0.010708808898925781
396,random,3,N/A,45601,70045,0.008400917053222656
397,random,3,N/A,46600,70711,0.003041982650756836
398,random,3,N/A,44215,69955,0.010239124298095703
399,random,3,N/A,45556,72781,0.0027718544006347656
400,random,3,N/A,45781,72691,0.021149158477783203
401,random,3,N/A,45520,74491,0.01808476448059082
402,random,3,N/A,44134,71503,0.01423788070678711
403,random,3,N/A,46834,75733,0.003435850143432617
404,random,3,N/A,45178,69091,0.004390716552734375
405,random,3,N/A,45664,73051,0.016555070877075195
406,random,3,N/A,45187,72457,0.006463050842285156
407,random,3,N/A,43171,69757,0.018590927124023438
408,random,3,N/A,44053,74059,0.007372856140136719
409,random,3,N/A,44845,70189,0.013153076171875
410,random,3,N/A,45448,73807,0.018405914306640625
411,random,3,N/A,44422,71197,0.006104230880737305
412,random,3,N/A,44962,72601,0.018562793731689453
413,random,3,N/A,44998,68929,0.007720947265625
414,random,3,N/A,45385,73303,0.00580906867980957
415,random,3,N/A,45448,72817,0.030951976776123047
416,random,3,N/A,43603,69289,0.003119945526123047
417,random,3,N/A,43774,71197,0.0026619434356689453
418,random,3,N/A,43990,68371,0.022928953170776367
419,random,3,N/A,45160,72619,0.0090179443359375
420,random,3,N/A,46420,73861,0.023064851760864258
421,random,3,N/A,44017,71899,0.011546850204467773
422,random,3,N/A,44062,72205,0.01970982551574707
423,random,3,N/A,44170,70837,0.012542009353637695
424,random,3,N/A,44035,67597,0.00394892692565918
425,random,3,N/A,45322,73141,0.006045818328857422
426,random,3,N/A,46843,70333,0.0025720596313476562
427,random,3,N/A,45322,71791,0.0061168670654296875
428,random,3,N/A,45727,73393,0.007681131362915039
429,random,3,N/A,44035,70225,0.01207876205444336
430,random,3,N/A,45529,72907,0.006268978118896484
431,random,3,N/A,47437,72673,0.010083675384521484
432,random,3,N/A,45079,70243,0.01287698745727539
433,random,3,N/A,44665,73645,0.0035741329193115234
434,random,3,N/A,46618,72151,0.004391908645629883
435,random,3,N/A,45475,71485,0.0053060054779052734
436,random,3,N/A,42802,70783,0.017721176147460938
437,random,3,N/A,43270,71701,0.006560087203979492
438,random,3,N/A,45043,71161,0.015395879745483398
439,random,3,N/A,45313,70405,0.007835865020751953
440,random,3,N/A,43918,69649,0.004071950912475586
441,random,3,N/A,45133,71809,0.003358125686645508
442,random,3,N/A,44881,70657,0.009428024291992188
443,random,3,N/A,43999,69397,0.023808956146240234
444,random,3,N/A,44629,69253,0.016927003860473633
445,random,3,N/A,45934,72097,0.006223917007446289
446,random,3,N/A,44251,73267,0.0029790401458740234
447,random,3,N/A,45682,72043,0.009354829788208008
448,random,3,N/A,45196,71017,0.004317045211791992
449,random,3,N/A,45358,70855,0.0044841766357421875
450,random,3,N/A,46519,71053,0.004932880401611328
451,random,3,N/A,44620,71989,0.003063201904296875
452,random,3,N/A,43621,70549,0.0032913684844970703
453,random,3,N/A,45646,73303,0.013365983963012695
454,random,3,N/A,44485,69577,0.008437871932983398
455,random,3,N/A,45727,72457,0.0211789608001709
456,random,3,N/A,47203,72493,0.012904882431030273
457,random,3,N/A,44656,72349,0.029858827590942383
458,random,3,N/A,44926,73375,0.026803970336914062
459,random,3,N/A,44161,70603,0.004261016845703125
460,random,3,N/A,44089,69073,0.0065670013427734375
461,random,3,N/A,44854,72475,0.0057222843170166016
462,random,3,N/A,44971,71863,0.008069038391113281
463,random,3,N/A,44845,70063,0.01073002815246582
464,random,3,N/A,45880,72277,0.003097057342529297
465,random,3,N/A,45736,71215,0.028548002243041992
466,random,3,N/A,45376,70927,0.015686988830566406
467,random,3,N/A,45664,71125,0.0034279823303222656
468,random,3,N/A,44350,69667,0.0033431053161621094
469,random,3,N/A,44890,70747,0.008247137069702148
470,random,3,N/A,44872,70261,0.01609182357788086
471,random,3,N/A,45502,71737,0.0029976367950439453
472,random,3,N/A,45637,72853,0.014139890670776367
473,random,3,N/A,45187,72727,0.0040471553802490234
474,random,3,N/A,45934,72565,0.010097980499267578
475,random,3,N/A,44836,72169,0.018559932708740234
476,random,3,N/A,46006,71431,0.007086038589477539
477,random,3,N/A,45313,72277,0.00682520866394043
478,random,3,N/A,45097,70711,0.003843069076538086
479,random,3,N/A,46672,73501,0.006072998046875
480,random,3,N/A,45241,72655,0.009741783142089844
481,random,3,N/A,45646,72799,0.012228727340698242
482,random,3,N/A,44998,72907,0.0070650577545166016
483,random,3,N/A,45250,73105,0.008095979690551758
484,random,3,N/A,44170,70657,0.004654884338378906
485,random,3,N/A,42910,71161,0.003192901611328125
486,random,3,N/A,46996,74599,0.02329874038696289
487,random,3,N/A,45817,71845,0.02909398078918457
488,random,3,N/A,44296,71179,0.018526077270507812
489,random,3,N/A,46735,75751,0.00506591796875
490,random,3,N/A,44566,70927,0.014982938766479492
491,random,3,N/A,44548,70531,0.01926565170288086
492,random,3,N/A,44791,70999,0.014725208282470703
493,random,3,N/A,44143,68281,0.012214183807373047
494,random,3,N/A,45808,71449,0.00984501838684082
495,random,3,N/A,45304,71881,0.007869958877563477
496,random,3,N/A,44035,72079,0.01029205322265625
497,random,3,N/A,44827,70999,0.009952783584594727
498,random,3,N/A,43837,69271,0.00533294677734375
499,random,3,N/A,44512,70081,0.0055179595947265625
500,random,3,N/A,44998,71161,0.009987115859985352
501,random,3,N/A,43765,70495,0.0039980411529541016
502,random,3,N/A,44647,72925,0.013785123825073242
503,random,3,N/A,45196,71647,0.022816181182861328
504,random,3,N/A,45322,72043,0.007720947265625
505,random,3,N/A,44962,71881,0.0048828125
506,random,3,N/A,45268,73123,0.004197120666503906
507,random,3,N/A,44890,70261,0.0084381103515625
508,random,3,N/A,44845,70873,0.008446931838989258
509,random,3,N/A,44566,68803,0.004958152770996094
510,random,3,N/A,46204,72457,0.01980113983154297
511,random,3,N/A,45556,70459,0.004817962646484375
512,random,3,N/A,45592,71161,0.008146286010742188
513,random,3,N/A,43657,69973,0.005527973175048828
514,random,3,N/A,45484,72349,0.016856908798217773
515,random,3,N/A,46303,73339,0.00386810302734375
516,random,3,N/A,44503,70207,0.015959978103637695
517,random,3,N/A,45358,71287,0.0054209232330322266
518,random,3,N/A,44179,72007,0.005378007888793945
519,random,3,N/A,45718,73051,0.0038318634033203125
520,random,3,N/A,44719,70999,0.015169858932495117
521,random,3,N/A,44143,68029,0.018093109130859375
522,random,3,N/A,45997,71359,0.004194021224975586
523,random,3,N/A,45304,72799,0.014430999755859375
524,random,3,N/A,45205,72781,0.017041921615600586
525,random,3,N/A,45808,74509,0.007607698440551758
526,random,3,N/A,46303,73807,0.0049211978912353516
527,random,3,N/A,43657,69145,0.007664680480957031
528,random,3,N/A,44188,67273,0.01208806037902832
529,random,3,N/A,45493,72853,0.004088163375854492
530,random,3,N/A,43648,70963,0.008144855499267578
531,random,3,N/A,43774,71161,0.016350269317626953
532,random,3,N/A,42703,66283,0.0394589900970459
533,random,3,N/A,45502,71971,0.011775970458984375
534,random,3,N/A,45817,73645,0.016028881072998047
535,random,3,N/A,45952,71323,0.003606081008911133
536,random,3,N/A,45376,72007,0.021911144256591797
537,random,3,N/A,42586,68173,0.007791996002197266
538,random,3,N/A,43783,69631,0.009068012237548828
539,random,3,N/A,44863,74311,0.011643171310424805
540,random,3,N/A,44485,70909,0.004937887191772461
541,random,3,N/A,44647,72421,0.007575035095214844
542,random,3,N/A,45853,73483,0.01140904426574707
543,random,3,N/A,43675,70261,0.015169858932495117
544,random,3,N/A,44440,70135,0.0037908554077148438
545,random,3,N/A,45736,75301,0.008551836013793945
546,random,3,N/A,44305,72457,0.030700206756591797
547,random,3,N/A,45511,71395,0.004143238067626953
548,random,3,N/A,43549,67399,0.006205081939697266
549,random,3,N/A,45754,73177,0.007425069808959961
550,random,3,N/A,46429,70747,0.004138946533203125
551,random,3,N/A,44755,71359,0.013820171356201172
552,random,3,N/A,46366,75067,0.0058138370513916016
553,random,3,N/A,45223,71449,0.005727052688598633
